date,Close,High,Low,Open,Volume,return,direction,sentiment_mean,sentiment_std,headline_count,return_1d,return_3d,return_5d,volatility_5d,volume_change,sentiment_1d,sentiment_3d,sentiment_7d,sentiment_momentum
2025-06-05,24750.900390625,24899.849609375,24613.099609375,24691.19921875,388400,0.0053086967621067,1,-0.08317801226740298,0.7622038735694538,23,0.0031659048079861,-0.001751883881601796,-0.0010630814770287787,0.004409597216163457,-0.19582021185227594,-0.5400646775960922,-0.2127024492650639,-0.10159757513593286,-0.43846710246015935
2025-06-06,25003.05078125,25029.5,24671.44921875,24748.69921875,335600,0.0101875239545026,1,-0.2019679956138134,0.8381044024023953,16,0.0053086967621067,0.00047692272994480427,-0.0006570379703625988,0.004967500436718433,0.38269846920612327,-0.08317801226740298,-0.30407464833579195,-0.10770259531544446,0.024524583048041476
2025-06-09,25103.19921875,25160.099609375,25077.150390625,25160.099609375,279200,0.0040054487100871,1,-0.48441870646043256,0.6273919653296888,11,0.0101875239545026,0.00622070850819847,0.0020481138143607818,0.006567547439100683,-0.1359423274974253,-0.2019679956138134,-0.2750702284924361,-0.14419854673664853,-0.05776944887716487
2025-06-10,25104.25,25199.30078125,25055.44921875,25196.05078125,307300,4.18584595869298e-05,1,-0.06408132240176202,0.7204345062930081,16,0.0040054487100871,0.006500556475565471,0.003124748170884821,0.0063013849923952685,-0.16805721096543502,-0.48441870646043256,-0.25652157144721627,-0.2127544576026304,-0.27166424885780216
2025-06-11,25141.400390625,25222.400390625,25081.30078125,25134.150390625,301200,0.0014798446727146,0,-0.19030357731713188,0.8314439991627914,18,4.18584595869298e-05,0.004744943708058881,0.004541886538853887,0.003704475797243899,0.10064469914040108,-0.06408132240176202,-0.2501560081586693,-0.21025048350551476,0.14616916110375272
2025-06-12,24888.19921875,25196.19921875,24825.900390625,25164.44921875,328300,-0.0100710846627866,0,-0.16176243126392365,0.8879490805905311,12,0.0014798446727146,0.001842383947462881,0.004204674511799587,0.003930864365499679,-0.01985030914415875,-0.19030357731713188,-0.2462678687264421,-0.26471364954293086,0.07441007222579898
2025-06-13,24718.599609375,24754.349609375,24473.0,24473.0,318700,-0.0068144588479197,1,-0.2010247558355332,0.8663890828953714,20,-0.0100710846627866,-0.002849793843495019,0.0011287182268209278,0.007366778098088923,0.08997343957503312,-0.16176243126392365,-0.13871577699427243,-0.24653953184579414,0.08477710058187049
2025-06-16,24946.5,24967.099609375,24703.599609375,24732.349609375,305800,0.0092197937677085,0,-0.13156199726191434,0.7832253047457833,22,-0.0068144588479197,-0.005135232945997229,-0.0022716783336635326,0.0059223368523743354,-0.02924154736521478,-0.2010247558355332,-0.18436358813886286,-0.1981052573085714,-0.0029194985269618
2025-06-17,24853.400390625,24982.05078125,24813.69921875,24977.849609375,242400,-0.0037319707924959,0,-0.20213951667149863,0.8670093664113065,12,0.0092197937677085,-0.002555249914332595,-0.001228809322139253,0.007541717699390549,-0.04047693755883275,-0.13156199726191434,-0.16478306145379032,-0.20501725516493016,0.07345525790301582
2025-06-18,24812.05078125,24947.55078125,24750.44921875,24788.349609375,237600,-0.0016637405234334,0,-0.26534537971019745,0.8980386437427774,12,-0.0037319707924959,-0.0004422119575690295,-0.001983575172555819,0.007571540244883939,-0.2073250490516677,-0.20213951667149863,-0.17824208992298196,-0.2050417581731709,0.002902241501672287
2025-06-19,24793.25,24863.099609375,24733.400390625,24803.25,274600,-0.0007577278241026,1,-0.12065324187278748,0.7369948115412154,20,-0.0016637405234334,0.0012746941505930706,-0.0026122922117854186,0.007338996496808448,-0.01980198019801982,-0.26534537971019745,-0.1996822978812034,-0.17374556863742305,-0.0915998110727744
2025-06-20,25112.400390625,25136.19921875,24783.650390625,24787.650390625,574700,0.0128724709598377,0,-0.30042615107127596,0.8280055023038194,14,-0.0007577278241026,-0.0020511463800106295,-0.0007496208440486191,0.006039486307639986,0.1557239057239057,-0.12065324187278748,-0.19604604608482779,-0.18182727141899813,0.06117402954621065
2025-06-23,24971.900390625,25057.0,24824.849609375,24939.75,248500,-0.0055948454872697,1,-0.37842610147264266,0.682425352171244,18,0.0128724709598377,0.0034836675374339036,0.003187765117502861,0.007368270887560359,1.0928623452294248,-0.30042615107127596,-0.22880825755142023,-0.1975590676695901,-0.10286708340168585
2025-06-24,25044.349609375,25317.69921875,24999.69921875,25179.900390625,450200,0.0029012296868362,1,0.13373753428459167,0.8546478936647438,14,-0.0055948454872697,0.002173299216155137,0.0002248372665072211,0.007314708395367029,-0.5676004872107187,-0.37842610147264266,-0.26650183147223533,-0.22851102055654998,-0.14991508091609268
2025-06-25,25244.75,25266.80078125,25125.05078125,25150.349609375,260600,0.0080018205204253,1,0.3142240419983864,0.8128067518727554,16,0.0029012296868362,0.0033929517198014038,0.001551477362373641,0.007012964998647357,0.8116700201207243,0.13373753428459167,-0.18170490608644227,-0.18068783625367502,0.3144253705382667
2025-06-26,25549.0,25565.30078125,25259.900390625,25268.94921875,428900,0.0120520108141297,1,-0.24671933054924014,0.8042430122189398,22,0.0080018205204253,0.0017694015733306038,0.0034845895711453816,0.007233799123453566,-0.4211461572634385,0.3142240419983864,0.023178491603445206,-0.11700411635934635,0.43122815835773276
2025-06-27,25637.80078125,25654.19921875,25523.55078125,25576.650390625,564000,0.003475704773181,0,-0.20230759845839608,0.8958927573428621,18,0.0120520108141297,0.007651687007130404,0.0060465372987918405,0.007614081824334787,0.6458173445894091,-0.24671933054924014,0.06708074857791271,-0.1233726611990237,-0.12334666935021645
2025-06-30,25517.05078125,25669.349609375,25473.30078125,25661.650390625,271000,-0.0047098423546652,1,-0.19529384076595308,0.743562290253737,20,0.003475704773181,0.00784317870257867,0.004167184061460501,0.006600244970587496,0.3149918395896478,-0.20230759845839608,-0.04493429566974987,-0.11436726387733778,-0.0879403345810583
2025-07-01,25541.80078125,25593.400390625,25501.80078125,25551.349609375,260700,0.0009699396772837,0,-0.3795699043707414,0.7156382885427063,11,-0.0047098423546652,0.0036059577442151703,0.004344184687981401,0.006276955186641652,-0.5195035460992907,-0.19529384076595308,-0.2147735899245297,-0.12503020657636144,-0.07026363418959164
